,key,code_str
267,https://www.tripadvisor.com/ShowTopic-g60713-i30-k131103-Closest_WalMart_to_San_Francisco_City_Centre-San_Francisco_California.html,ttiz
268,https://www.yelp.com/biz/progressive-grounds-san-francisco,ttiz
269,https://www.yelp.com/search?find_desc=progressive+insurance&find_loc=San+Francisco%2C+CA,ttiz
270,https://www.yelp.com/search?find_desc=progressive+auto+insurance&find_loc=San+Francisco%2C+CA,ttiz
271,https://www.yelp.com/biz/geico-insurance-bowie,ttiz
272,https://www.yelp.com/biz/geico-insurance-san-francisco-3,ttiz
273,https://www.yelp.com/biz/geico-car-insurance-washington,ttiz
274,https://www.yelp.com/search?find_desc=geico&find_loc=Washington%2C+DC,ttiz
275,https://www.yelp.com/search?cflt=paydayloans&find_loc=San+Francisco%2C+CA,ttiz
276,https://www.yelp.com/search?cflt=paydayloans&find_loc=Baltimore%2C+MD,ttiz
277,https://www.yelp.com/search?cflt=paydayloans&find_loc=New+York%2C+NY,ttiz
278,https://www.yelp.com/search?cflt=paydayloans&find_loc=Washington%2C+DC,ttiz
